filing_year,filing_month,pub_year,pub_month,grant_year,grant_month,assignee_name,patent_count,parent_company,filing_date,pub_date,grant_date,pub_before_filing,grant_before_filing,grant_before_pub,date_inconsistent
2010,1,2011,8,2011,8,APPLE INC,1,Apple,2010-01-01,2011-08-01,2011-08-01,FALSE,FALSE,FALSE,FALSE
2010,1,2010,11,2010,11,APPLE INC,1,Apple,2010-01-01,2010-11-01,2010-11-01,FALSE,FALSE,FALSE,FALSE
2010,1,2015,5,2015,5,APPLE INC,2,Apple,2010-01-01,2015-05-01,2015-05-01,FALSE,FALSE,FALSE,FALSE
2010,1,2016,4,2016,4,APPLE INC,2,Apple,2010-01-01,2016-04-01,2016-04-01,FALSE,FALSE,FALSE,FALSE
2010,1,2010,3,0,0,APPLE INC,1,Apple,2010-01-01,2010-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2013,1,2013,1,APPLE INC,4,Apple,2010-01-01,2013-01-01,2013-01-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,3,2014,3,APPLE INC,6,Apple,2010-01-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2010,1,2011,1,2011,1,APPLE INC,1,Apple,2010-01-01,2011-01-01,2011-01-01,FALSE,FALSE,FALSE,FALSE
2010,1,2011,11,2011,11,APPLE INC,3,Apple,2010-01-01,2011-11-01,2011-11-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,5,2014,5,APPLE INC,3,Apple,2010-01-01,2014-05-01,2014-05-01,FALSE,FALSE,FALSE,FALSE
2010,1,2013,7,2013,7,APPLE INC,3,Apple,2010-01-01,2013-07-01,2013-07-01,FALSE,FALSE,FALSE,FALSE
2010,1,2019,9,2019,9,APPLE INC,1,Apple,2010-01-01,2019-09-01,2019-09-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,9,0,0,APPLE INC,2,Apple,2010-01-01,2012-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2013,2,2013,2,APPLE INC,3,Apple,2010-01-01,2013-02-01,2013-02-01,FALSE,FALSE,FALSE,FALSE
2010,1,2010,4,0,0,APPLE INC,1,Apple,2010-01-01,2010-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2014,7,2014,7,APPLE INC,2,Apple,2010-01-01,2014-07-01,2014-07-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,5,2012,5,APPLE INC,2,Apple,2010-01-01,2012-05-01,2012-05-01,FALSE,FALSE,FALSE,FALSE
2010,1,2020,11,0,0,APPLE INC,1,Apple,2010-01-01,2020-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2014,1,2014,1,APPLE INC,3,Apple,2010-01-01,2014-01-01,2014-01-01,FALSE,FALSE,FALSE,FALSE
2010,1,2013,12,2013,12,APPLE INC,2,Apple,2010-01-01,2013-12-01,2013-12-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,2,0,0,APPLE INC,1,Apple,2010-01-01,2014-02-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2013,10,2013,10,APPLE INC,1,Apple,2010-01-01,2013-10-01,2013-10-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,6,0,0,APPLE INC,1,Apple,2010-01-01,2012-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2019,2,2019,2,APPLE INC,1,Apple,2010-01-01,2019-02-01,2019-02-01,FALSE,FALSE,FALSE,FALSE
2010,1,2013,5,2013,5,APPLE INC,2,Apple,2010-01-01,2013-05-01,2013-05-01,FALSE,FALSE,FALSE,FALSE
2010,1,2018,8,2018,8,APPLE INC,1,Apple,2010-01-01,2018-08-01,2018-08-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,8,2014,8,APPLE INC,3,Apple,2010-01-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2010,1,2013,1,0,0,APPLE INC,2,Apple,2010-01-01,2013-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2013,8,2013,8,APPLE INC,3,Apple,2010-01-01,2013-08-01,2013-08-01,FALSE,FALSE,FALSE,FALSE
2010,1,2010,9,0,0,APPLE INC,5,Apple,2010-01-01,2010-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2010,8,2010,8,APPLE INC,3,Apple,2010-01-01,2010-08-01,2010-08-01,FALSE,FALSE,FALSE,FALSE
2010,1,2016,2,2016,2,APPLE INC,1,Apple,2010-01-01,2016-02-01,2016-02-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,6,2012,6,APPLE INC,4,Apple,2010-01-01,2012-06-01,2012-06-01,FALSE,FALSE,FALSE,FALSE
2010,1,2016,6,0,0,APPLE INC,1,Apple,2010-01-01,2016-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,3,2011,3,APPLE INC,2,Apple,2010-01-01,2011-03-01,2011-03-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,4,2012,4,APPLE INC,1,Apple,2010-01-01,2012-04-01,2012-04-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,4,0,0,APPLE INC,1,Apple,2010-01-01,2012-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,11,0,0,APPLE INC,5,Apple,2010-01-01,2011-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2017,5,0,0,APPLE INC,1,Apple,2010-01-01,2017-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2013,3,2013,3,APPLE INC,2,Apple,2010-01-01,2013-03-01,2013-03-01,FALSE,FALSE,FALSE,FALSE
2010,1,2015,4,2015,4,APPLE INC,1,Apple,2010-01-01,2015-04-01,2015-04-01,FALSE,FALSE,FALSE,FALSE
2010,1,2011,4,0,0,APPLE INC,1,Apple,2010-01-01,2011-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2012,8,0,0,APPLE INC,2,Apple,2010-01-01,2012-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2012,10,0,0,APPLE INC,5,Apple,2010-01-01,2012-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,10,2011,10,APPLE INC,4,Apple,2010-01-01,2011-10-01,2011-10-01,FALSE,FALSE,FALSE,FALSE
2010,1,2013,3,0,0,APPLE INC,1,Apple,2010-01-01,2013-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,7,0,0,APPLE INC,60,Apple,2010-01-01,2011-07-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,2,2011,2,APPLE INC,1,Apple,2010-01-01,2011-02-01,2011-02-01,FALSE,FALSE,FALSE,FALSE
2010,1,2010,11,0,0,APPLE INC,1,Apple,2010-01-01,2010-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2014,4,2014,4,APPLE INC,3,Apple,2010-01-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,1,0,0,APPLE INC,4,Apple,2010-01-01,2012-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2013,6,2013,6,APPLE INC,1,Apple,2010-01-01,2013-06-01,2013-06-01,FALSE,FALSE,FALSE,FALSE
2010,1,2015,9,2015,9,APPLE INC,1,Apple,2010-01-01,2015-09-01,2015-09-01,FALSE,FALSE,FALSE,FALSE
2010,1,2019,10,0,0,APPLE INC,1,Apple,2010-01-01,2019-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,10,0,0,APPLE INC,6,Apple,2010-01-01,2011-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2012,10,2012,10,APPLE INC,5,Apple,2010-01-01,2012-10-01,2012-10-01,FALSE,FALSE,FALSE,FALSE
2010,1,2013,8,0,0,APPLE INC,1,Apple,2010-01-01,2013-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2012,11,0,0,APPLE INC,2,Apple,2010-01-01,2012-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2017,8,0,0,APPLE INC,1,Apple,2010-01-01,2017-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2013,4,2013,4,APPLE INC,8,Apple,2010-01-01,2013-04-01,2013-04-01,FALSE,FALSE,FALSE,FALSE
2010,1,2016,3,2016,3,APPLE INC,1,Apple,2010-01-01,2016-03-01,2016-03-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,11,2014,11,APPLE INC,4,Apple,2010-01-01,2014-11-01,2014-11-01,FALSE,FALSE,FALSE,FALSE
2010,1,2011,12,2011,12,APPLE INC,1,Apple,2010-01-01,2011-12-01,2011-12-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,6,2014,6,APPLE INC,6,Apple,2010-01-01,2014-06-01,2014-06-01,FALSE,FALSE,FALSE,FALSE
2010,1,2011,1,0,0,APPLE INC,1,Apple,2010-01-01,2011-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,5,2011,5,APPLE INC,2,Apple,2010-01-01,2011-05-01,2011-05-01,FALSE,FALSE,FALSE,FALSE
2010,1,2011,8,0,0,APPLE INC,4,Apple,2010-01-01,2011-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2017,8,2017,8,APPLE INC,1,Apple,2010-01-01,2017-08-01,2017-08-01,FALSE,FALSE,FALSE,FALSE
2010,1,2010,5,0,0,APPLE INC,11,Apple,2010-01-01,2010-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2012,8,2012,8,APPLE INC,4,Apple,2010-01-01,2012-08-01,2012-08-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,10,0,0,APPLE INC,1,Apple,2010-01-01,2014-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2014,2,2014,2,APPLE INC,7,Apple,2010-01-01,2014-02-01,2014-02-01,FALSE,FALSE,FALSE,FALSE
2010,1,2012,9,2012,9,APPLE INC,1,Apple,2010-01-01,2012-09-01,2012-09-01,FALSE,FALSE,FALSE,FALSE
2010,1,2014,9,2014,9,APPLE INC,1,Apple,2010-01-01,2014-09-01,2014-09-01,FALSE,FALSE,FALSE,FALSE
2010,1,2011,9,0,0,APPLE INC,3,Apple,2010-01-01,2011-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2011,12,0,0,APPLE INC,2,Apple,2010-01-01,2011-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,1,2012,3,2012,3,APPLE INC,1,Apple,2010-01-01,2012-03-01,2012-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,7,2012,7,APPLE INC,1,Apple,2010-02-01,2012-07-01,2012-07-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,11,2013,11,APPLE INC,3,Apple,2010-02-01,2013-11-01,2013-11-01,FALSE,FALSE,FALSE,FALSE
2010,2,2014,6,2014,6,APPLE INC,2,Apple,2010-02-01,2014-06-01,2014-06-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,3,0,0,APPLE INC,1,Apple,2010-02-01,2013-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2020,6,0,0,APPLE INC,1,Apple,2010-02-01,2020-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2013,2,2013,2,APPLE INC,1,Apple,2010-02-01,2013-02-01,2013-02-01,FALSE,FALSE,FALSE,FALSE
2010,2,2021,3,0,0,APPLE INC,1,Apple,2010-02-01,2021-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2015,2,2015,2,APPLE INC,1,Apple,2010-02-01,2015-02-01,2015-02-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,8,2012,8,APPLE INC,4,Apple,2010-02-01,2012-08-01,2012-08-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,4,0,0,APPLE INC,1,Apple,2010-02-01,2010-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,7,2014,7,APPLE INC,2,Apple,2010-02-01,2014-07-01,2014-07-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,6,2012,6,APPLE INC,1,Apple,2010-02-01,2012-06-01,2012-06-01,FALSE,FALSE,FALSE,FALSE
2010,2,2014,3,2014,3,APPLE INC,3,Apple,2010-02-01,2014-03-01,2014-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,1,2013,1,APPLE INC,3,Apple,2010-02-01,2013-01-01,2013-01-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,8,2013,8,APPLE INC,1,Apple,2010-02-01,2013-08-01,2013-08-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,9,0,0,APPLE INC,1,Apple,2010-02-01,2013-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2015,9,0,0,APPLE INC,1,Apple,2010-02-01,2015-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2021,1,0,0,APPLE INC,1,Apple,2010-02-01,2021-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2012,5,2012,5,APPLE INC,2,Apple,2010-02-01,2012-05-01,2012-05-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,8,2010,8,APPLE INC,2,Apple,2010-02-01,2010-08-01,2010-08-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,10,0,0,APPLE INC,4,Apple,2010-02-01,2010-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2011,6,0,0,APPLE INC,1,Apple,2010-02-01,2011-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,6,0,0,APPLE INC,2,Apple,2010-02-01,2014-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2010,12,2010,12,APPLE INC,2,Apple,2010-02-01,2010-12-01,2010-12-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,10,2013,10,APPLE INC,5,Apple,2010-02-01,2013-10-01,2013-10-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,10,0,0,APPLE INC,2,Apple,2010-02-01,2013-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2011,3,2011,3,APPLE INC,1,Apple,2010-02-01,2011-03-01,2011-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2015,7,0,0,APPLE INC,1,Apple,2010-02-01,2015-07-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2015,4,2015,4,APPLE INC,1,Apple,2010-02-01,2015-04-01,2015-04-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,6,0,0,APPLE INC,1,Apple,2010-02-01,2013-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2016,3,0,0,APPLE INC,2,Apple,2010-02-01,2016-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2010,6,0,0,APPLE INC,10,Apple,2010-02-01,2010-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2010,9,2010,9,APPLE INC,2,Apple,2010-02-01,2010-09-01,2010-09-01,FALSE,FALSE,FALSE,FALSE
2010,2,2016,10,0,0,APPLE INC,1,Apple,2010-02-01,2016-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2013,5,2013,5,APPLE INC,2,Apple,2010-02-01,2013-05-01,2013-05-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,8,0,0,APPLE INC,20,Apple,2010-02-01,2010-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2011,8,0,0,APPLE INC,20,Apple,2010-02-01,2011-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2010,7,0,0,APPLE INC,1,Apple,2010-02-01,2010-07-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,5,2014,5,APPLE INC,5,Apple,2010-02-01,2014-05-01,2014-05-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,3,0,0,APPLE INC,3,Apple,2010-02-01,2010-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,8,2014,8,APPLE INC,1,Apple,2010-02-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,9,2011,9,APPLE INC,1,Apple,2010-02-01,2011-09-01,2011-09-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,10,0,0,APPLE INC,5,Apple,2010-02-01,2011-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2016,6,0,0,APPLE INC,1,Apple,2010-02-01,2016-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2017,12,2017,12,APPLE INC,1,Apple,2010-02-01,2017-12-01,2017-12-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,6,2011,6,APPLE INC,1,Apple,2010-02-01,2011-06-01,2011-06-01,FALSE,FALSE,FALSE,FALSE
2010,2,2016,2,0,0,APPLE INC,1,Apple,2010-02-01,2016-02-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,11,0,0,APPLE INC,1,Apple,2010-02-01,2014-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2012,3,2012,3,APPLE INC,1,Apple,2010-02-01,2012-03-01,2012-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2015,8,0,0,APPLE INC,1,Apple,2010-02-01,2015-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2012,3,0,0,APPLE INC,3,Apple,2010-02-01,2012-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,12,2014,12,APPLE INC,3,Apple,2010-02-01,2014-12-01,2014-12-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,1,2012,1,APPLE INC,1,Apple,2010-02-01,2012-01-01,2012-01-01,FALSE,FALSE,FALSE,FALSE
2010,2,2020,3,2020,3,APPLE INC,1,Apple,2010-02-01,2020-03-01,2020-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2014,2,2014,2,APPLE INC,1,Apple,2010-02-01,2014-02-01,2014-02-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,1,2011,1,APPLE INC,1,Apple,2010-02-01,2011-01-01,2011-01-01,FALSE,FALSE,FALSE,FALSE
2010,2,2022,3,2022,3,APPLE INC,1,Apple,2010-02-01,2022-03-01,2022-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,12,0,0,APPLE INC,1,Apple,2010-02-01,2012-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2010,4,2010,4,APPLE INC,1,Apple,2010-02-01,2010-04-01,2010-04-01,FALSE,FALSE,FALSE,FALSE
2010,2,2015,12,0,0,APPLE INC,1,Apple,2010-02-01,2015-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2021,4,2021,4,APPLE INC,1,Apple,2010-02-01,2021-04-01,2021-04-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,11,0,0,APPLE INC,3,Apple,2010-02-01,2011-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2018,6,0,0,APPLE INC,1,Apple,2010-02-01,2018-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2016,10,2016,10,APPLE INC,2,Apple,2010-02-01,2016-10-01,2016-10-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,11,2012,11,APPLE INC,1,Apple,2010-02-01,2012-11-01,2012-11-01,FALSE,FALSE,FALSE,FALSE
2010,2,2015,4,0,0,APPLE INC,1,Apple,2010-02-01,2015-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2015,7,2015,7,APPLE INC,2,Apple,2010-02-01,2015-07-01,2015-07-01,FALSE,FALSE,FALSE,FALSE
2010,2,2016,11,2016,11,APPLE INC,1,Apple,2010-02-01,2016-11-01,2016-11-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,6,2013,6,APPLE INC,1,Apple,2010-02-01,2013-06-01,2013-06-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,10,2012,10,APPLE INC,2,Apple,2010-02-01,2012-10-01,2012-10-01,FALSE,FALSE,FALSE,FALSE
2010,2,2021,8,0,0,APPLE INC,1,Apple,2010-02-01,2021-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2011,12,0,0,APPLE INC,7,Apple,2010-02-01,2011-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,10,2014,10,APPLE INC,3,Apple,2010-02-01,2014-10-01,2014-10-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,5,0,0,APPLE INC,4,Apple,2010-02-01,2010-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2013,7,2013,7,APPLE INC,2,Apple,2010-02-01,2013-07-01,2013-07-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,3,2010,3,APPLE INC,1,Apple,2010-02-01,2010-03-01,2010-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2020,10,0,0,APPLE INC,1,Apple,2010-02-01,2020-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2021,3,2021,3,APPLE INC,1,Apple,2010-02-01,2021-03-01,2021-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2016,7,2016,7,APPLE INC,1,Apple,2010-02-01,2016-07-01,2016-07-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,12,0,0,APPLE INC,1,Apple,2010-02-01,2010-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2011,12,2011,12,APPLE INC,1,Apple,2010-02-01,2011-12-01,2011-12-01,FALSE,FALSE,FALSE,FALSE
2010,2,2014,11,2014,11,APPLE INC,2,Apple,2010-02-01,2014-11-01,2014-11-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,12,2013,12,APPLE INC,1,Apple,2010-02-01,2013-12-01,2013-12-01,FALSE,FALSE,FALSE,FALSE
2010,2,2020,1,0,0,APPLE INC,1,Apple,2010-02-01,2020-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,9,2014,9,APPLE INC,2,Apple,2010-02-01,2014-09-01,2014-09-01,FALSE,FALSE,FALSE,FALSE
2010,2,2014,1,2014,1,APPLE INC,1,Apple,2010-02-01,2014-01-01,2014-01-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,9,0,0,APPLE INC,6,Apple,2010-02-01,2011-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2011,4,0,0,APPLE INC,3,Apple,2010-02-01,2011-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2012,2,0,0,APPLE INC,4,Apple,2010-02-01,2012-02-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2013,3,2013,3,APPLE INC,2,Apple,2010-02-01,2013-03-01,2013-03-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,1,0,0,APPLE INC,1,Apple,2010-02-01,2012-01-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2016,6,2016,6,APPLE INC,1,Apple,2010-02-01,2016-06-01,2016-06-01,FALSE,FALSE,FALSE,FALSE
2010,2,2013,4,2013,4,APPLE INC,3,Apple,2010-02-01,2013-04-01,2013-04-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,2,0,0,APPLE INC,1,Apple,2010-02-01,2011-02-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2010,11,2010,11,APPLE INC,2,Apple,2010-02-01,2010-11-01,2010-11-01,FALSE,FALSE,FALSE,FALSE
2010,2,2019,9,2019,9,APPLE INC,1,Apple,2010-02-01,2019-09-01,2019-09-01,FALSE,FALSE,FALSE,FALSE
2010,2,2012,9,2012,9,APPLE INC,1,Apple,2010-02-01,2012-09-01,2012-09-01,FALSE,FALSE,FALSE,FALSE
2010,2,2022,1,2022,1,APPLE INC,1,Apple,2010-02-01,2022-01-01,2022-01-01,FALSE,FALSE,FALSE,FALSE
2010,2,2010,9,0,0,APPLE INC,10,Apple,2010-02-01,2010-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,2,2014,4,2014,4,APPLE INC,3,Apple,2010-02-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2010,2,2011,5,2011,5,APPLE INC,1,Apple,2010-02-01,2011-05-01,2011-05-01,FALSE,FALSE,FALSE,FALSE
2010,2,2019,4,0,0,APPLE INC,1,Apple,2010-02-01,2019-04-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2016,3,2016,3,APPLE INC,1,Apple,2010-03-01,2016-03-01,2016-03-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,1,2014,1,APPLE INC,3,Apple,2010-03-01,2014-01-01,2014-01-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,4,2014,4,APPLE INC,3,Apple,2010-03-01,2014-04-01,2014-04-01,FALSE,FALSE,FALSE,FALSE
2010,3,2014,8,2014,8,APPLE INC,6,Apple,2010-03-01,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE
2010,3,2011,6,2011,6,APPLE INC,1,Apple,2010-03-01,2011-06-01,2011-06-01,FALSE,FALSE,FALSE,FALSE
2010,3,2016,4,2016,4,APPLE INC,1,Apple,2010-03-01,2016-04-01,2016-04-01,FALSE,FALSE,FALSE,FALSE
2010,3,2016,7,0,0,APPLE INC,1,Apple,2010-03-01,2016-07-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2012,8,0,0,APPLE INC,1,Apple,2010-03-01,2012-08-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2011,8,2011,8,APPLE INC,1,Apple,2010-03-01,2011-08-01,2011-08-01,FALSE,FALSE,FALSE,FALSE
2010,3,2012,9,2012,9,APPLE INC,2,Apple,2010-03-01,2012-09-01,2012-09-01,FALSE,FALSE,FALSE,FALSE
2010,3,2012,6,0,0,APPLE INC,1,Apple,2010-03-01,2012-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2021,11,0,0,APPLE INC,1,Apple,2010-03-01,2021-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2017,8,2017,8,APPLE INC,1,Apple,2010-03-01,2017-08-01,2017-08-01,FALSE,FALSE,FALSE,FALSE
2010,3,2011,3,0,0,APPLE INC,2,Apple,2010-03-01,2011-03-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2017,5,2017,5,APPLE INC,1,Apple,2010-03-01,2017-05-01,2017-05-01,FALSE,FALSE,FALSE,FALSE
2010,3,2015,10,0,0,APPLE INC,2,Apple,2010-03-01,2015-10-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2020,12,0,0,APPLE INC,1,Apple,2010-03-01,2020-12-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2010,9,0,0,APPLE INC,50,Apple,2010-03-01,2010-09-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2010,6,0,0,APPLE INC,4,Apple,2010-03-01,2010-06-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2015,7,2015,7,APPLE INC,1,Apple,2010-03-01,2015-07-01,2015-07-01,FALSE,FALSE,FALSE,FALSE
2010,3,2016,5,0,0,APPLE INC,1,Apple,2010-03-01,2016-05-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2019,11,0,0,APPLE INC,1,Apple,2010-03-01,2019-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2016,6,2016,6,APPLE INC,1,Apple,2010-03-01,2016-06-01,2016-06-01,FALSE,FALSE,FALSE,FALSE
2010,3,2011,11,0,0,APPLE INC,8,Apple,2010-03-01,2011-11-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2021,2,0,0,APPLE INC,1,Apple,2010-03-01,2021-02-01,NA,FALSE,FALSE,FALSE,FALSE
2010,3,2019,9,2019,9,APPLE INC,1,Apple,2010-03-01,2019-09-01,2019-09-01,FALSE,FALSE,FALSE,FALSE
2010,3,2012,3,2012,3,APPLE INC,3,Apple,2010-03-01,2012-03-01,2012-03-01,FALSE,FALSE,FALSE,FALSE
2010,3,2013,7,2013,7,APPLE INC,3,Apple,2010-03-01,2013-07-01,2013-07-01,FALSE,FALSE,FALSE,FALSE
